slug,name,team,pos,overall,height,height_in,weight_lbs,wingspan,wingspan_in,Outside Scoring,Inside Scoring,Playmaking,Athleticism,Defense,Rebounding,Intangibles,Close Shot,Free Throw,Mid-Range Shot,Offensive Consistency,Shot IQ,Three-Point Shot,Draw Foul,Driving Dunk,Hands,Layup,Post Control,Post Fade,Post Hook,Standing Dunk,Ball Handle,Pass Accuracy,Pass IQ,Pass Vision,Speed with Ball,Agility,Hustle,Overall Durability,Speed,Stamina,Strength,Vertical,Block,Defensive Consistency,Help Defense IQ,Interior Defense,Pass Perception,Perimeter Defense,Steal,Defensive Rebound,Offensive Rebound,badge: Deadeye,badge: Limitless Range,badge: Mini Marksman,badge: Set Shot Specialist,badge: Shifty Shooter,badge: Aerial Wizard,badge: Float Game,badge: Hook Specialist,badge: Layup Mixmaster,badge: Paint Prodigy,badge: Physical Finisher,badge: Post Fade Phenom,badge: Post Powerhouse,badge: Post-Up Poet,badge: Posterizer,badge: Rise Up,badge: Ankle Assassin,badge: Bail Out,badge: Break Starter,badge: Dimer,badge: Handles For Days,badge: Lightning Launch,badge: Strong Handle,badge: Unpluckable,badge: Versatile Visionary,badge: Challenger,badge: Glove,badge: High-Flying Denier,badge: Immovable Enforcer,badge: Interceptor,badge: Off-Ball Pest,badge: On-Ball Menace,badge: Paint Patroller,badge: Pick Dodger,badge: Post Lockdown,badge: Boxout Beast,badge: Rebound Chaser,badge: Brick Wall,badge: Pogo Stick,badge: Slippery Off-Ball,classic_team,base_team,season,era_tag
alonzo-mourning-2005-06-miami-heat,Alonzo Mourning,2005-06 Miami Heat,C / PF,75,"6'10""",82,240,"7'7""",91,63.0,72.0,43.0,59.0,66.0,78.0,70.0,84,59,82,40,65,47,78,61,70,63,75,81,71,75,49,49,65,26,27,37,75,80,30,75,63,54,89,70,80,73,64,37,50,77,79,-,-,-,Bronze,-,Silver,-,-,-,-,-,Silver,-,Silver,-,-,-,-,Silver,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,Silver,-,-,-,-,Gold,-,-,2005-06 Miami Heat,Miami Heat,2005-06,'06
james-posey-2005-06-miami-heat,James Posey,2005-06 Miami Heat,SF / PF,75,"6'8""",80,216,"7'0""",84,73.0,56.0,62.0,77.0,69.0,52.0,50.0,75,81,78,40,78,85,40,65,80,74,48,55,47,40,73,62,61,48,66,85,70,77,74,85,70,80,57,70,75,68,68,75,67,46,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2005-06 Miami Heat,Miami Heat,2005-06,'06
wayne-simien-2005-06-miami-heat,Wayne Simien,2005-06 Miami Heat,PF,72,"6'9""",81,255,"7'0""",84,61.0,63.0,46.0,76.0,60.0,59.0,65.0,72,57,89,35,70,42,47,75,75,72,57,55,57,65,47,30,57,33,62,62,90,89,70,83,73,67,37,60,77,64,64,57,62,60,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,Silver,-,Silver,-,2005-06 Miami Heat,Miami Heat,2005-06,'06
shandon-anderson-2005-06-miami-heat,Shandon Anderson,2005-06 Miami Heat,SF,71,"6'6""",78,208,"6'9""",81,78.0,59.0,45.0,71.0,57.0,47.0,80.0,83,72,86,70,85,73,38,66,70,72,62,61,44,55,64,33,33,33,62,66,77,86,65,85,55,65,42,55,61,60,60,62,61,52,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2005-06 Miami Heat,Miami Heat,2005-06,'06
michael-doleac-2005-06-miami-heat,Michael Doleac,2005-06 Miami Heat,C,71,"6'11""",83,262,"7'0""",84,65.0,57.0,36.0,60.0,53.0,70.0,90.0,77,80,90,55,60,27,40,50,70,44,66,60,62,60,44,38,37,35,25,35,70,83,42,79,69,44,52,50,76,77,42,35,41,70,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,Gold,-,-,2005-06 Miami Heat,Miami Heat,2005-06,'06
earl-barron-2005-06-miami-heat,Earl Barron,2005-06 Miami Heat,C,70,"7'0""",84,245,"7'4""",88,66.0,63.0,31.0,60.0,55.0,75.0,75.0,72,75,71,60,75,40,66,70,90,45,45,58,58,70,33,29,34,25,34,34,67,74,47,85,68,43,57,60,67,68,50,43,37,76,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2005-06 Miami Heat,Miami Heat,2005-06,'06
dorell-wright-2005-06-miami-heat,Dorell Wright,2005-06 Miami Heat,SF,68,"6'9""",81,205,"6'11""",83,67.0,51.0,54.0,70.0,54.0,61.0,50.0,73,88,61,50,60,70,55,70,61,66,42,41,44,30,58,52,55,51,55,61,77,77,56,81,60,79,41,60,55,46,59,69,49,62,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2005-06 Miami Heat,Miami Heat,2005-06,'06
derek-anderson-2005-06-miami-heat,Derek Anderson,2005-06 Miami Heat,SG,67,"6'5""",77,194,"6'6""",78,69.0,44.0,61.0,69.0,52.0,38.0,60.0,59,84,63,60,70,77,58,35,79,54,25,39,36,25,70,55,57,61,64,60,77,85,66,82,50,60,27,70,70,30,45,68,55,38,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,2005-06 Miami Heat,Miami Heat,2005-06,'06
alonzo-mourning-1996-97-miami-heat,Alonzo Mourning,1996-97 Miami Heat,C / PF,93,"6'10""",82,244,"7'7""",91,82.0,90.0,42.0,83.0,88.0,94.0,30.0,90,64,82,95,96,62,96,70,92,80,94,92,98,98,50,33,64,29,32,64,95,80,67,98,96,82,97,95,98,95,90,64,74,96,92,-,-,-,Gold,-,Gold,Bronze,Silver,-,Gold,Gold,Gold,Gold,Gold,-,Gold,-,-,Gold,-,-,-,-,-,-,Gold,Bronze,Gold,-,-,-,-,HOF,-,HOF,Gold,Gold,Gold,Gold,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
tim-hardaway-1996-97-miami-heat,Tim Hardaway,1996-97 Miami Heat,PG / SG,88,"6'0""",72,175,"6'3""",75,85.0,52.0,91.0,83.0,68.0,43.0,70.0,86,80,85,90,90,80,70,25,92,92,33,55,25,25,95,93,94,84,88,90,86,85,88,95,70,69,30,80,75,40,84,84,86,46,40,-,-,-,Bronze,Silver,-,Silver,-,Gold,-,Bronze,-,-,-,-,-,Gold,Silver,-,Gold,Gold,Bronze,Silver,Silver,Gold,-,Gold,-,-,-,-,-,-,Silver,-,-,-,-,-,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
pj-brown-1996-97-miami-heat,P.J. Brown,1996-97 Miami Heat,C,84,"7'1""",85,240,"7'2""",86,63.0,69.0,39.0,73.0,77.0,91.0,70.0,77,73,75,50,75,26,70,79,58,69,66,52,65,95,35,40,64,31,25,58,75,76,64,87,80,74,75,90,92,90,75,58,58,89,93,-,-,-,Gold,-,Gold,-,-,-,-,-,Silver,-,Silver,-,Silver,-,-,Gold,-,-,-,-,-,-,Gold,-,Gold,-,-,-,-,Gold,-,Gold,Gold,Silver,Gold,-,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
jamal-mashburn-1996-97-miami-heat,Jamal Mashburn,1996-97 Miami Heat,SF / PF,79,"6'8""",80,240,"6'11""",83,76.0,70.0,64.0,81.0,69.0,63.0,60.0,80,75,82,75,70,75,72,75,92,77,70,56,55,65,70,64,65,48,73,79,90,72,79,95,79,72,42,75,78,70,75,76,65,64,62,-,-,-,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
isaac-austin-1996-97-miami-heat,Isaac Austin,1996-97 Miami Heat,PF / C,78,"6'10""",82,255,"7'1""",85,74.0,68.0,49.0,66.0,73.0,78.0,75.0,86,66,83,75,82,50,55,50,70,62,80,82,82,60,40,55,52,72,25,52,55,82,63,70,88,50,82,75,79,80,70,52,73,82,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,Silver,-,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
dan-majerle-1996-97-miami-heat,Dan Majerle,1996-97 Miami Heat,SG / SF,78,"6'6""",78,215,"6'10""",82,76.0,60.0,60.0,84.0,75.0,45.0,50.0,75,68,85,60,80,85,54,76,88,74,50,56,35,50,70,55,54,50,72,89,92,85,74,95,75,75,35,85,84,70,88,88,75,40,50,-,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,Gold,-,Silver,-,-,Silver,-,Gold,-,-,-,-,-,Gold,1996-97 Miami Heat,Miami Heat,1996-97,'97
keith-askins-1996-97-miami-heat,Keith Askins,1996-97 Miami Heat,SF / SG,74,"6'7""",79,195,"6'11""",83,71.0,61.0,62.0,74.0,65.0,50.0,70.0,72,67,70,70,60,85,48,65,84,70,63,58,40,60,70,70,71,41,57,81,75,87,68,83,50,72,56,70,70,55,56,77,69,54,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
willie-anderson-1996-97-miami-heat,Willie Anderson,1996-97 Miami Heat,SG,73,"6'7""",79,181,"7'0""",84,73.0,63.0,74.0,74.0,55.0,51.0,40.0,75,78,77,60,70,75,44,75,95,78,57,58,57,39,82,79,77,71,63,62,90,80,65,82,62,74,56,60,60,55,50,62,42,60,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,1996-97 Miami Heat,Miami Heat,1996-97,'97
john-crotty-1996-97-miami-heat,John Crotty,1996-97 Miami Heat,PG / SG,72,"6'3""",75,175,"6'6""",78,76.0,38.0,75.0,69.0,55.0,38.0,60.0,72,84,74,65,75,85,41,25,73,60,25,29,25,25,77,79,77,72,72,81,70,80,73,85,36,57,32,60,74,25,60,70,62,41,34,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
ed-pinckney-1996-97-miami-heat,Ed Pinckney,1996-97 Miami Heat,PF,72,"6'9""",81,208,"7'10""",94,61.0,62.0,54.0,74.0,56.0,68.0,70.0,72,75,65,50,75,27,57,65,83,60,59,57,62,50,72,53,56,29,60,60,85,80,64,83,61,83,56,44,63,64,68,45,53,68,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,-,-,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
bruce-bowen-1996-97-miami-heat,Bruce Bowen,1996-97 Miami Heat,SF / PF,71,"6'8""",80,220,"6'11""",83,63.0,54.0,58.0,76.0,60.0,51.0,70.0,67,74,66,30,58,82,40,70,70,70,52,53,42,35,70,58,59,35,69,84,75,77,73,80,67,74,62,50,70,35,60,80,61,51,51,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
gary-grant-1996-97-miami-heat,Gary Grant,1996-97 Miami Heat,PG,68,"6'3""",75,185,"6'5""",77,66.0,44.0,66.0,75.0,45.0,39.0,95.0,68,77,68,60,64,60,58,25,80,60,25,44,36,25,71,64,60,61,73,62,77,75,74,91,50,98,35,45,50,27,45,54,62,43,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,Bronze,Silver,-,-,Bronze,Bronze,Bronze,-,Bronze,-,-,Silver,-,-,-,-,-,-,-,-,-,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
matt-fish-1996-97-miami-heat,Matt Fish,1996-97 Miami Heat,C,67,"6'11""",83,235,"7'3""",87,50.0,49.0,33.0,62.0,51.0,62.0,98.0,61,62,51,35,65,25,38,25,66,48,64,57,54,40,25,33,38,39,28,28,90,70,38,65,82,58,49,50,68,73,60,28,28,62,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1996-97 Miami Heat,Miami Heat,1996-97,'97
lebron-james-12-13-miami-heat,LeBron James,2012-13 Miami Heat,SF / PF,99,"6'8""",80,250,"7'0""",84,89.0,86.0,87.0,93.0,83.0,66.0,80.0,89,75,87,98,98,88,79,89,98,97,89,84,78,70,84,88,90,82,89,95,95,97,91,98,89,88,58,95,93,78,90,95,73,82,50,Gold,Bronze,-,HOF,Gold,Silver,HOF,-,Gold,Bronze,Gold,Silver,Silver,Silver,HOF,Bronze,-,Gold,Gold,Gold,-,Bronze,Gold,Gold,Gold,HOF,Silver,HOF,Gold,Gold,Gold,Gold,Bronze,Gold,Silver,-,-,Bronze,Gold,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
dwyane-wade-2012-13-miami-heat,Dwyane Wade,2012-13 Miami Heat,SG,91,"6'4""",76,212,"6'11""",83,84.0,74.0,87.0,86.0,81.0,57.0,50.0,89,72,81,98,90,72,79,60,98,95,72,79,72,35,89,89,89,77,89,89,98,74,87,98,74,82,58,85,89,69,88,91,85,59,55,Gold,-,-,-,Gold,-,Gold,-,Gold,-,Silver,-,-,-,-,-,Gold,Silver,Gold,Silver,Gold,Gold,Gold,Gold,Silver,Gold,Gold,Gold,Gold,-,Gold,Gold,-,Gold,-,-,-,-,Gold,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
chris-bosh-2012-13-miami-heat,Chris Bosh,2012-13 Miami Heat,C / PF,85,"6'11""",83,235,"7'4""",88,87.0,79.0,48.0,74.0,73.0,81.0,40.0,90,79,95,90,86,79,71,69,95,80,88,87,80,60,58,46,60,36,42,56,75,87,65,95,67,72,73,80,78,80,76,60,61,81,80,-,-,-,Gold,-,Gold,-,-,-,Gold,-,Gold,-,Gold,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
chris-andersen-2012-13-miami-heat,Chris Andersen,2012-13 Miami Heat,C,79,"6'10""",82,220,"7'2""",86,55.0,64.0,45.0,75.0,77.0,81.0,70.0,69,63,77,45,53,25,51,80,85,69,52,54,53,70,53,50,45,29,47,68,84,80,55,82,70,85,88,85,88,82,84,68,46,81,81,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,Bronze,Silver,-,-,-,-,-,-,-,-,-,-,-,Gold,-,-,-,-,Bronze,-,Bronze,-,Gold,Silver,Gold,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
ray-allen-2012-13-miami-heat,Ray Allen,2012-13 Miami Heat,SG / SF,78,"6'5""",77,205,"6'8""",80,84.0,61.0,59.0,73.0,59.0,44.0,70.0,79,88,78,80,90,89,62,66,94,80,60,55,44,25,74,51,70,40,59,76,78,81,66,85,54,72,40,60,70,46,63,73,63,50,37,-,HOF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,HOF,2012-13 Miami Heat,Miami Heat,2012-13,'13
shane-battier-2012-13-miami-heat,Shane Battier,2012-13 Miami Heat,PF / SF,76,"6'8""",80,220,"6'11""",83,80.0,55.0,54.0,71.0,76.0,42.0,70.0,77,84,77,65,90,89,36,54,82,65,54,61,65,25,58,52,66,45,49,67,94,79,55,82,68,52,65,85,89,83,82,67,59,46,38,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,Bronze,-,-,-,-,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
mario-chalmers-2012-13-miami-heat,Mario Chalmers,2012-13 Miami Heat,PG,75,"6'2""",74,190,"6'5""",77,73.0,47.0,76.0,75.0,70.0,43.0,50.0,75,85,87,40,80,70,69,51,70,66,31,38,28,25,77,79,77,70,76,80,85,82,76,85,43,72,47,70,76,42,80,90,86,55,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,Gold,Bronze,-,-,Bronze,Bronze,Bronze,Bronze,-,Bronze,-,-,-,-,-,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
james-jones-2012-13-miami-heat,James Jones,2012-13 Miami Heat,SF,75,"6'8""",80,215,"7'3""",87,75.0,60.0,60.0,64.0,55.0,42.0,40.0,67,83,80,50,82,90,60,68,80,75,60,51,40,45,75,75,71,29,49,60,60,82,62,80,45,60,50,45,65,59,62,66,37,49,34,Silver,Bronze,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,2012-13 Miami Heat,Miami Heat,2012-13,'13
mike-miller-2012-13-miami-heat,Mike Miller,2012-13 Miami Heat,SG,75,"6'8""",80,218,"6'11""",83,77.0,51.0,67.0,76.0,53.0,54.0,60.0,64,80,77,75,75,89,42,45,85,70,43,58,36,25,68,65,68,63,70,69,75,82,78,90,65,70,35,60,58,50,45,66,59,70,37,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
joel-anthony-2012-13-miami-heat,Joel Anthony,2012-13 Miami Heat,C,74,"6'9""",81,245,"7'1""",85,56.0,67.0,38.0,73.0,59.0,62.0,98.0,82,64,40,50,72,25,34,70,80,69,69,66,69,75,35,37,52,27,38,62,80,82,64,80,71,69,85,50,75,76,40,60,30,56,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
rashard-lewis-2012-13-miami-heat,Rashard Lewis,2012-13 Miami Heat,PF / SF,74,"6'10""",82,215,"7'2""",86,76.0,62.0,45.0,62.0,60.0,52.0,90.0,80,62,77,70,84,84,52,70,80,64,51,73,68,40,63,43,42,31,47,47,65,79,48,75,55,62,53,65,64,69,62,47,61,63,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
udonis-haslem-2012-13-miami-heat,Udonis Haslem,2012-13 Miami Heat,PF / C,73,"6'8""",80,230,"6'11""",83,59.0,57.0,37.0,67.0,60.0,77.0,98.0,74,71,76,35,75,25,40,61,54,52,60,68,62,55,35,29,64,28,27,37,90,76,56,78,73,60,47,60,70,80,66,37,58,86,67,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
juwan-howard-2012-13-miami-heat,Juwan Howard,2012-13 Miami Heat,PF,72,"6'9""",81,223,"6'11""",83,70.0,68.0,53.0,60.0,57.0,61.0,70.0,80,78,81,50,90,40,50,60,90,70,70,70,70,60,56,69,69,42,27,34,70,75,30,70,75,68,59,60,58,70,59,44,48,62,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012-13 Miami Heat,Miami Heat,2012-13,'13
alonzo-mourning-1992-93-charlotte-hornets,Alonzo Mourning,1992-93 Charlotte Hornets,C / PF,86,"6'10""",82,244,"7'7""",91,73.0,78.0,35.0,70.0,78.0,77.0,80.0,80,78,65,85,80,50,87,58,85,55,85,70,82,98,50,33,32,29,32,41,85,80,42,85,90,65,87,90,94,92,90,41,50,78,76,-,-,-,Gold,-,Gold,-,-,-,Gold,Gold,Silver,Gold,Gold,-,Gold,-,-,Gold,-,-,-,-,-,-,Gold,-,-,-,-,-,-,Gold,-,Gold,Gold,Gold,Gold,Gold,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
larry-johnson-1992-93-charlotte-hornets,Larry Johnson,1992-93 Charlotte Hornets,PF / SF,83,"6'7""",79,257,"6'10""",82,81.0,80.0,71.0,81.0,69.0,69.0,70.0,86,76,82,90,80,74,70,77,90,75,90,85,66,87,71,74,75,62,74,57,77,88,80,95,88,85,37,90,81,82,80,57,56,70,68,-,-,-,Silver,-,Gold,-,-,-,-,-,Silver,Silver,Silver,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,-,Silver,-,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
muggsy-bogues-1992-93-charlotte-hornets,Muggsy Bogues,1992-93 Charlotte Hornets,PG / SG,80,"5'3""",63,144,"5'6""",66,75.0,44.0,90.0,81.0,52.0,41.0,50.0,70,83,77,65,85,70,53,25,82,77,25,40,25,25,92,95,92,77,93,79,90,90,93,92,25,95,27,60,60,25,45,66,79,47,35,-,-,-,-,-,-,-,-,Silver,-,-,-,-,-,-,-,Silver,Gold,-,Gold,Silver,Gold,Bronze,Bronze,Silver,-,Gold,-,-,-,-,-,-,Gold,-,-,-,-,-,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
dell-curry-1992-93-charlotte-hornets,Dell Curry,1992-93 Charlotte Hornets,SG / SF,79,"6'5""",77,210,"6'8""",80,87.0,48.0,75.0,74.0,55.0,46.0,80.0,83,86,90,90,85,88,61,55,70,74,25,51,25,25,75,78,75,69,79,62,75,79,79,85,79,60,40,70,64,33,58,58,65,53,38,Silver,Gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
kendall-gill-1992-93-charlotte-hornets,Kendall Gill,1992-93 Charlotte Hornets,SG / SF,79,"6'5""",77,200,"6'8""",80,81.0,69.0,65.0,77.0,64.0,50.0,70.0,86,77,84,85,85,71,70,90,84,82,48,74,36,65,72,64,66,62,63,75,75,78,73,85,69,85,45,75,72,56,65,72,64,48,52,Silver,-,-,-,Silver,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
johnny-newman-1992-93-charlotte-hornets,Johnny Newman,1992-93 Charlotte Hornets,SF / SG,79,"6'7""",79,198,"6'10""",82,80.0,67.0,67.0,71.0,57.0,45.0,80.0,86,81,84,85,69,72,86,75,75,85,60,60,30,65,76,74,74,43,66,74,72,84,73,81,50,66,42,60,61,56,56,60,61,37,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
kenny-gattison-1992-93-charlotte-hornets,Kenny Gattison,1992-93 Charlotte Hornets,PF / C,77,"6'8""",80,255,"6'11""",83,66.0,79.0,34.0,64.0,65.0,74.0,80.0,85,60,69,80,65,38,84,80,75,80,75,75,75,84,35,40,40,31,25,42,90,78,39,66,85,50,61,70,69,74,74,42,62,78,70,-,-,-,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
mike-gminski-1992-93-charlotte-hornets,Mike Gminski,1992-93 Charlotte Hornets,C,74,"6'11""",83,250,"7'3""",87,71.0,64.0,44.0,65.0,58.0,66.0,80.0,81,75,72,65,81,50,69,65,52,44,72,74,72,65,40,54,65,36,25,39,80,90,31,95,84,39,58,80,77,75,51,25,37,69,63,-,-,-,-,-,Bronze,-,-,-,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bronze,-,Silver,-,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
sidney-green-1992-93-charlotte-hornets,Sidney Green,1992-93 Charlotte Hornets,PF / C,72,"6'9""",81,220,"7'0""",84,60.0,62.0,34.0,59.0,52.0,87.0,98.0,58,80,44,50,98,30,71,54,75,44,56,60,60,77,30,36,40,39,25,37,66,79,32,66,66,68,47,50,58,69,44,37,57,89,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver,-,-,-,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
david-wingate-1992-93-charlotte-hornets,David Wingate,1992-93 Charlotte Hornets,SG / SF,71,"6'5""",77,190,"6'8""",80,70.0,52.0,65.0,73.0,64.0,45.0,70.0,73,73,75,70,75,55,60,59,75,71,33,40,25,50,67,72,71,63,53,76,86,76,66,85,55,68,32,70,70,65,70,73,67,46,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
tony-bennett-1992-93-charlotte-hornets,Tony Bennett,1992-93 Charlotte Hornets,PG / SG,68,"6'0""",72,179,"6'3""",75,70.0,41.0,74.0,66.0,47.0,37.0,67.0,70,73,70,65,60,80,48,25,76,60,25,40,25,25,75,75,79,70,73,74,86,79,74,80,25,42,25,55,55,25,45,58,63,40,33,-,-,-,Bronze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
kevin-lynch-1992-93-charlotte-hornets,Kevin Lynch,1992-93 Charlotte Hornets,SG / SF,65,"6'5""",77,198,"6'8""",80,66.0,47.0,54.0,64.0,54.0,45.0,63.0,73,68,66,65,60,65,70,47,70,64,25,51,25,25,68,54,50,39,58,64,80,80,56,75,40,55,51,60,60,33,55,60,62,43,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1992-93 Charlotte Hornets,Charlotte Hornets,1992-93,'93
